ind_name,ind_code,alpha,mu,sigma,lambda,rho,eta,phi_L,phi_H
Farms,111CA,0.18960689736536765,0.6624462544010827,0.4943903028828721,0.009363714005556752,-0.9199413775899885,0.03,5.574744130420478,8.5
