ind_name,ind_code,alpha,mu,sigma,lambda,rho,eta,phi_L,phi_H
Apparel and leather and allied products,315AL,0.16561571767350336,0.15913508629956785,0.7226316120800693,0.5247098339454397,0.9965907321023697,0.375,0.09405331533167462,1.0
