ind_name,ind_code,alpha,mu,sigma,lambda,rho,eta,phi_L,phi_H
Furniture and related products,337,0.11019798103885364,0.21564216704750716,0.3969887126659448,0.05839702811456644,-0.9077238554359944,0.053,7.109046686516857,4.0
