ind_name,ind_code,alpha,mu,sigma,lambda,rho,eta,phi_L,phi_H
Food and beverage and tobacco products,311FT,0.48799549547466553,0.18515890302052432,-1.309063283074888,0.06568848018837266,-1.377366209137531,0.043,1.0653689507627035,4.0
