ind_name,ind_code,alpha,mu,sigma,lambda,rho,eta,phi_L,phi_H
"Forestry, fishing, and related activities",113FF,0.1644855255699866,0.960906663338789,-0.5713711047536357,0.014222331146488494,-0.5547988392390785,0.03,11.039354737008285,8.5
