ind_name,ind_code,alpha,mu,sigma,lambda,rho,eta,phi_L,phi_H
Transit and ground passenger transportation,485,0.1236708379164074,0.5657931173489434,0.7846206909588664,0.9600742276898245,0.45604551430781276,0.083,0.3396925924548937,6.0
