ind_name,ind_code,alpha,mu,sigma,lambda,rho,eta,phi_L,phi_H
Air transportation,481,0.11303386909964688,0.3544532138398381,0.45411014544520756,0.6272563750492197,-0.9949627588925641,0.02,0.257147664456692,1.0
