ind_name,ind_code,alpha,mu,sigma,lambda,rho,eta,phi_L,phi_H
Rail transportation,482,0.14125956195538364,0.38211104491449244,0.9912894280288084,0.6244366012401595,0.9896734373995983,0.02,0.1438598177795296,1.0
