ind_name,ind_code,alpha,mu,sigma,lambda,rho,eta,phi_L,phi_H
Other transportation equipment,3364OT,0.2168817586117121,0.3781351714160864,0.35322645745219716,0.04728395858689611,-0.832030373612549,0.01,1.6521967160771018,3.0
