ind_name,ind_code,alpha,mu,sigma,lambda,rho,eta,phi_L,phi_H
Nonmetallic mineral products,327,0.1866102324565414,0.2340181639820165,0.6308455434523188,0.9177621189931823,0.45182606945352444,0.13,2.8668232415207133,6.0
