ind_name,ind_code,alpha,mu,sigma,lambda,rho,eta,phi_L,phi_H
"Federal Reserve banks, credit intermediation, and related activities",521CI,0.3421074123782249,0.35516231997857567,0.3804484315018197,0.6401939451907828,-0.6035066892675586,0.02,0.04299639596912247,1.0
