ind_name,ind_code,alpha,mu,sigma,lambda,rho,eta,phi_L,phi_H
Support activities for mining,213,0.0018254129087029612,0.6616867323330325,0.4131350284951868,0.007333305056490751,-0.44031243563011047,0.001,2.7716510194273654,10.0
