ind_name,ind_code,alpha,mu,sigma,lambda,rho,eta,phi_L,phi_H
Food services and drinking places,722,0.1975894581997411,0.639339889005739,0.3163836987740415,0.47611265749564297,-0.9127219768674182,0.001,1.9962533373629112,3.0
