ind_name,ind_code,alpha,mu,sigma,lambda,rho,eta,phi_L,phi_H
Primary metals,331,0.2400796951153304,0.15653762099985769,0.9702736930406037,0.9898542748454362,0.9895646772059438,0.13,2.714319937768348,6.0
