ind_name,ind_code,alpha,mu,sigma,lambda,rho,eta,phi_L,phi_H
Textile mills and textile product mills,313TT,0.13909588984205687,0.08505018641539419,0.9937568158815961,0.029866646897854787,-1.4569192556723247,0.01,3.653832035026969,3.0
