ind_name,ind_code,alpha,mu,sigma,lambda,rho,eta,phi_L,phi_H
Real estate,531,0.9138443506332079,0.42242727731872104,0.3207851800723121,0.1990067123683083,-0.7185412414375971,0.023,1.1409137622629135,3.0
