ind_name,ind_code,alpha,mu,sigma,lambda,rho,eta,phi_L,phi_H
"Motor vehicles, bodies and trailers, and parts",3361MV,0.16834230851525955,0.6775716205424807,0.988329978379664,0.7486816220926006,0.6003459291395523,0.03,0.038397944878479154,3.0
