alpha_0,sigma_0,rho_0,eta_0,mu_0,lambda_0,phi_L_0,phi_H_0,alpha,sigma,rho,eta,mu,lambda,phi_L,phi_H,fit_rr,fit_wbr,fit_lbr,fit_sp,obj_val,tol
0.2,0.5,-0.5,0.01,0.4,0.4,4.0,6.0,0.47958468963868794,0.6314700957946516,-1.269578244695584,0.01,0.18247150491781686,0.005280404326755855,6.582263729370545,6.0,116.99363169236324,2.2049306898941525,0.14587763298464954,23.806991185265623,47.0671994434683,0.01
0.2,-0.45,-0.5,0.01,0.4,0.4,4.0,6.0,0.49341979068987635,-1.7779503314400105,-1.3068608037628602,0.01,0.7511575064202729,0.005480740716218291,4.80973148453578,6.0,414.0073368970039,2.2634261305260357,0.5602163049813653,40.751624097889966,79.65758392136614,0.01
0.2,0.5,0.45,0.01,0.4,0.4,4.0,6.0,0.46822179442467515,0.7375745901322114,0.8138366514505845,0.01,0.7880215541448444,0.9316686525209436,0.48507727857935684,6.0,15.852070124638626,0.07796193904209543,0.027879110203544596,1.1989959432544068,24.66363036425545,0.01
0.2,0.5,-0.5,0.04,0.4,0.4,4.0,6.0,0.48532329539115804,0.9957046087259993,-1.0662091668804745,0.04,0.661862572748229,0.010061654648010994,3.1986108687020627,6.0,109.31997633150094,11.836400954740762,0.15454969867913204,121.12329276986881,14.668306121830929,0.01
0.2,-0.45,-0.5,0.04,0.4,0.4,4.0,6.0,0.4754836917832736,-0.7666826847545555,-0.8029338597095035,0.04,0.04617397785795485,0.033219716693324804,0.0008145643476096974,6.0,193.81644576895334,0.48135741780978436,0.20932330261354706,8.38173485006145,30.229576686975097,0.01
0.2,0.5,0.45,0.04,0.4,0.4,4.0,6.0,0.47720379387838346,0.4152605388548048,0.9987820576824391,0.04,0.7311220625459868,0.9592891938372173,0.07055726548273325,6.0,14.402373383829348,0.36474014029324264,0.022682650727045662,5.369933675960169,10.285880086083003,0.01
0.2,0.5,-0.5,0.3,0.4,0.4,4.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01
