alpha_0,sigma_0,rho_0,eta_0,mu_0,lambda_0,phi_L_0,phi_H_0,alpha,sigma,rho,eta,mu,lambda,phi_L,phi_H,fit_rr,fit_wbr,fit_lbr,fit_sp,obj_val,tol
0.22,0.5,-0.5,0.01,0.4,0.4,4.0,6.0,0.04683336055006659,0.9997663746966353,-0.6824489946690485,0.01,0.27154181077259987,0.060496664407746266,3.964949585097211,6.0,1546.6850617858997,47.11756428494746,0.6682650946758272,1144.2517540777192,63.537349660459974,0.1
0.22,0.5,0.5,0.01,0.4,0.4,4.0,6.0,0.04412770016132929,0.7681255952756783,0.9401270889709554,0.01,0.4095758751484356,0.9345973996618391,3.2975414989562406,6.0,14.756824568946636,0.03777610743804439,0.07028743802411688,1.5133888254740915,26.750373463781468,0.1
0.22,0.5,-0.5,0.04,0.4,0.4,4.0,6.0,0.04577689427461128,0.9834720824733079,-0.8312128917376311,0.04,0.39796432166151013,0.03719615034829872,3.550184719623469,6.0,1622.0668209690982,40.70848354316287,0.652010620214075,985.7353410991545,21.786080225929386,0.1
0.22,0.5,0.5,0.04,0.4,0.4,4.0,6.0,0.04387782700576732,0.6720021384353796,0.47067873402918703,0.04,0.38152191363309257,0.718187608701981,3.8763874352986094,6.0,61.075752356771254,0.6219073896046733,0.04149939711234134,19.996529613139916,19.916125938384543,0.1
0.22,0.5,-0.5,0.08,0.4,0.4,4.0,6.0,0.04501236162249115,0.7209454933243788,-0.7392254718451188,0.08,0.4564366825706915,0.05631012207665939,3.6152117550111917,6.0,1261.889853708527,9.830051814223168,0.48467209307838266,246.69408910474317,17.452718291694097,0.1
0.22,0.5,0.5,0.08,0.4,0.4,4.0,6.0,0.04439040826206413,0.6441440218657395,0.48350326577400904,0.08,0.5053758376267785,0.7430539637058039,3.297078780097822,6.0,54.1083807292147,0.16546317727305748,0.0369894766432159,5.76420641411328,12.842794122304914,0.1
0.22,0.5,-0.5,0.1,0.4,0.4,4.0,6.0,0.044915607950741385,0.7974122351264301,-0.8106258805815402,0.1,0.5216589374930276,0.04457315953940778,3.299009935565254,6.0,1261.177280219586,11.845732928014902,0.48688869727868406,292.0641752420193,15.142711700808215,0.1
0.22,0.5,0.5,0.1,0.4,0.4,4.0,6.0,0.04435719868396552,0.6586849560307148,0.4777270502917151,0.1,0.5180672610432162,0.7381456195978564,3.083569965711802,6.0,61.6070694040891,0.3448143773199055,0.04448088046556529,11.4142254864917,11.97285999515626,0.1
0.22,0.5,-0.5,0.3,0.4,0.4,4.0,6.0,0.04545620657069239,0.7791463570350207,-0.784611690484023,0.3,0.5160518762464212,0.05109798381146757,3.2444681585132367,6.0,1333.2119571622252,11.98782098670635,0.5379478855469366,295.9791888547466,11.644357795341028,0.1
0.22,0.5,0.5,0.3,0.4,0.4,4.0,6.0,0.045683698319211714,0.6942699999681575,0.39391787169926484,0.3,0.46616647787942855,0.7000608740350556,3.953850836541606,6.0,41.87123206933995,0.03204088723440366,0.032404722534301794,0.8714265131209573,9.437545614704302,0.1
0.22,0.5,-0.5,0.01,0.4,0.4,7.0,6.0,0.04469563086299451,0.9949305235575094,-0.7018364958598827,0.01,0.8466213237453739,0.05398563331425703,1.3414599628836532,6.0,1475.2561072456858,43.16961727704871,0.590013014159025,1051.3275249698017,62.62762604758148,0.1
0.22,0.5,0.5,0.01,0.4,0.4,7.0,6.0,0.040323828359794485,0.4524265078509276,0.9970426186735883,0.01,0.6975990931351893,0.9452297189039116,1.6355847742665697,6.0,16.067100212581092,0.16717482018757573,0.04076190410266251,5.459104952962063,29.093567015197326,0.1
0.22,0.5,-0.5,0.04,0.4,0.4,7.0,6.0,0.04387632713451123,0.9896170251101016,-0.571743847506569,0.04,0.7294890833463465,0.07651865889260566,1.9622558461798723,6.0,1327.435123368379,46.8995081938528,0.5268720747562017,1156.0926208598717,22.972782729916503,0.1
0.22,0.5,0.5,0.04,0.4,0.4,7.0,6.0,0.04333541021591701,0.5106666387952743,0.6359379694636282,0.04,0.41322525001500543,0.8347914118952652,4.355213526640913,6.0,35.82555590959854,0.05285385071918975,0.029169170789342978,1.8074390362614328,14.706703252255418,0.1
0.22,0.5,-0.5,0.08,0.4,0.4,7.0,6.0,0.04465000225946715,0.6596227692385879,-0.8353657798769226,0.08,0.8479755701440972,0.0409025018714142,1.1076668189846561,6.0,1108.38111251685,5.2832546498541735,0.39707761671627767,133.68231959644837,17.795794563366254,0.1
0.22,0.5,0.5,0.08,0.4,0.4,7.0,6.0,0.04455340786584548,0.38684746810168474,0.6149548735362146,0.08,0.5374564835117296,0.821678926748526,3.818136475251676,6.0,40.234371048719446,0.09132437494433215,0.02661877531850772,3.004754083667866,11.611457466667073,0.1
0.22,0.5,-0.5,0.1,0.4,0.4,7.0,6.0,0.0463506310113436,0.988817041051711,-0.5454898324255382,0.1,0.6354791940560863,0.07758016807249495,2.550224003257844,6.0,1047.329505658075,35.004525686589716,0.40733532277015355,865.7826454197651,14.683260613941888,0.1
0.22,0.5,0.5,0.1,0.4,0.4,7.0,6.0,0.046927402350248004,0.4006845258205084,0.6204784107968211,0.1,0.49905112795354,0.8034944983343857,4.047823998939418,6.0,35.702274844977055,0.15478834230218133,0.026698713291389255,6.395575847345327,11.106383450144758,0.1
0.22,0.5,-0.5,0.3,0.4,0.4,7.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1
