alpha_0,sigma_0,rho_0,eta_0,mu_0,lambda_0,phi_L_0,phi_H_0,alpha,sigma,rho,eta,mu,lambda,phi_L,phi_H,fit_rr,fit_wbr,fit_lbr,fit_sp,obj_val,tol
0.22,0.5,-0.5,0.01,0.4,0.4,4.0,6.0,0.16043802685904318,0.9971862556776053,-0.9105275621598709,0.01,0.33600356461845654,0.012046247950793166,4.053847121046351,6.0,91.84596170162426,1.7177208764479066,0.38817791267215696,99.57898144301711,62.07964458780116,0.1
0.22,0.5,0.5,0.01,0.4,0.4,4.0,6.0,0.1570060427855053,0.9939449745552464,0.999707445199749,0.01,0.2359209792589623,0.9922097260180881,1.479679105833291,6.0,14.255876924528058,0.15316807224339596,0.24195913098613198,10.62165641472173,76.48631238683053,0.1
0.22,0.5,-0.5,0.04,0.4,0.4,4.0,6.0,0.1672666272536484,0.9853111929210364,-1.0042961998836972,0.04,0.32034747191250174,0.007282515402087256,4.415499413115997,6.0,67.04597046773968,0.9550807253669922,0.31832879862586544,54.16957391898853,33.91193891643775,0.1
0.22,0.5,0.5,0.04,0.4,0.4,4.0,6.0,0.16654641613977952,0.7112840117595702,0.9718342270700391,0.04,0.5265338282345671,0.990506669784317,0.61651618242625,6.0,16.79125416910654,0.09805263467636358,0.1958009519815418,9.019818701752953,41.31887998746477,0.1
0.22,0.5,-0.5,0.08,0.4,0.4,4.0,6.0,0.16635736519382444,0.5699166376594785,-0.746324167888355,0.08,0.4481030036421635,0.02642301246575517,4.581503376106029,6.0,61.8077835972346,0.099097368056738,0.24805109031096398,5.766202671270967,32.143931761803046,0.1
0.22,0.5,0.5,0.08,0.4,0.4,4.0,6.0,0.16681151603984193,0.9649514036306177,0.799822327868354,0.08,0.6539100443749783,0.9776200109289866,0.04876783512750208,6.0,16.335958489535336,0.06675707184149278,0.18348692997592217,4.26349789089337,33.82876430903411,0.1
0.22,0.5,-0.5,0.1,0.4,0.4,4.0,6.0,0.16835880542699558,0.7620980722626598,-0.6117388649168836,0.1,0.5211647518932013,0.04882075955123362,3.285242954311885,6.0,71.10639836373647,0.569670428229514,0.3263332077169876,33.8220834041229,31.684232174657968,0.1
0.22,0.5,0.5,0.1,0.4,0.4,4.0,6.0,0.1705696300145043,0.9963243122186586,0.8451848049011961,0.1,0.18942323253699286,0.9830301177465458,2.081120433789449,6.0,16.61010757332732,0.051601021454150374,0.20065406675773526,3.290348717054336,31.747267257704525,0.1
0.22,0.5,-0.5,0.3,0.4,0.4,4.0,6.0,0.16996435722013306,0.6570839493647265,-0.5597523155233741,0.3,0.4655119814143663,0.0627673553195427,3.7858688270766505,6.0,64.55128490104163,0.26471995336567267,0.2942421943515615,15.705913965146122,28.31237689290383,0.1
0.22,0.5,0.5,0.3,0.4,0.4,4.0,6.0,0.1680806227852656,0.9183142521486645,0.5368520280679248,0.3,0.2690180730974663,0.9291983138554185,2.1739361604775267,6.0,18.807751560117175,0.037996815050674676,0.1812991680174294,2.3731074850853147,29.33207613232011,0.1
0.22,0.5,-0.5,0.01,0.4,0.4,7.0,6.0,0.1618398820534557,0.9782359651885933,-1.174279787387688,0.01,0.1855323928700127,0.003399046327996208,5.100300728773647,6.0,96.07501676763198,1.5538852154126577,0.3873350603164824,89.65369302267318,57.61140876038054,0.1
0.22,0.5,0.5,0.01,0.4,0.4,7.0,6.0,0.15628815685032196,0.9905256482045492,0.9997107623761652,0.01,0.12833729769922522,0.9922172993056236,2.173478143501339,6.0,14.998305514764988,0.21955661206534144,0.2620673137231163,15.497798887878815,76.34483925058038,0.1
0.22,0.5,-0.5,0.04,0.4,0.4,7.0,6.0,0.16317186241228254,0.7240968647554984,-0.7012137586660945,0.04,0.10084382177432863,0.03224985091806147,6.563028285599698,6.0,79.26891669881373,0.5576065295473076,0.3150787200791809,33.2854817325061,39.09551788361265,0.1
0.22,0.5,0.5,0.04,0.4,0.4,7.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1
