alpha_0,sigma_0,rho_0,eta_0,mu_0,lambda_0,phi_L_0,phi_H_0,alpha,sigma,rho,eta,mu,lambda,phi_L,phi_H,fit_rr,fit_wbr,fit_lbr,fit_sp,obj_val,tol
0.2,0.5,-0.5,0.01,0.4,0.4,4.0,6.0,0.2218987965144837,0.3881571972794696,-0.8239439393595882,0.01,0.44306736149401016,0.04326383564827702,3.5758068171813058,6.0,131.69753225144458,0.4128896812534822,0.16659007538621187,1.650674573594491,55.1158248202697,0.01
0.2,-0.45,-0.5,0.01,0.4,0.4,4.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01
