YEAR,BEA_CODE,SKILL_PREMIUM
1982,311FT,1.3663662286993274
1983,311FT,1.3886279301132014
1984,311FT,1.377017593026341
1985,311FT,1.2682685704772898
1986,311FT,1.485811417595867
1987,311FT,1.4730649465635555
1988,311FT,1.421004790211992
1989,311FT,1.4720274956237835
1990,311FT,1.5081406722896844
1991,311FT,1.4626993139166975
1992,311FT,1.2898075662904247
1993,311FT,1.5517940545244486
1994,311FT,1.5888959157530476
1995,311FT,1.47515578461391
1996,311FT,1.7366936501614447
1997,311FT,1.7058272619178838
1998,311FT,1.452573448537551
1999,311FT,1.5226110565001116
2000,311FT,1.5358615193883016
2001,311FT,1.7055284800407615
2002,311FT,1.7453415676335668
2003,311FT,1.8285989442323378
2004,311FT,1.756020604805287
2005,311FT,1.7501889862419053
2006,311FT,1.737217166865424
2007,311FT,1.6503480143092395
2008,311FT,1.5809206789908794
2009,311FT,1.8132923207486988
2010,311FT,1.674341455482167
2011,311FT,1.8134886430455888
2012,311FT,1.66447851991324
2013,311FT,1.5450500646347205
2014,311FT,1.6678349383355966
2015,311FT,1.6912557768894148
2016,311FT,1.480460326354831
2017,311FT,1.5779308161617558
2018,311FT,1.7035544288441646
2019,311FT,1.5772695248286723
2020,311FT,1.9149755993964945
2021,311FT,1.6757952923889552
2022,311FT,1.908902037067619
2023,311FT,1.6143896534446756
2024,311FT,1.5487554747974557
2025,311FT,1.7483821960159798
1968,313TT,1.9562204970682504
1969,313TT,1.980603679768254
1970,313TT,2.0143200697132446
1973,313TT,1.9640717831862913
1974,313TT,2.0821217763274524
1979,313TT,1.6027391608090116
1980,313TT,1.7033081218745556
1983,313TT,1.8982860475940477
1984,313TT,1.5714016945778742
1985,313TT,1.7632020425100738
1986,313TT,1.7176974820157727
1987,313TT,1.7372421215956033
1988,313TT,1.6124653398198296
1989,313TT,1.7941725842480722
1990,313TT,1.824778302689356
1991,313TT,1.6852843701681726
1992,313TT,1.6014749816615832
1993,313TT,1.7315677900451405
1994,313TT,1.6354818525904802
1995,313TT,1.753153680790527
1997,313TT,1.4566313157688822
1998,313TT,1.5327720108493161
2001,313TT,2.0420445536535174
2002,313TT,2.5791844069532037
2003,313TT,2.1951861198593385
2004,313TT,1.563943936395621
2005,313TT,1.9105753616289507
2006,313TT,1.9935755978457912
2007,313TT,2.192258730552721
2008,313TT,1.6325203563006867
2009,313TT,1.4416236344972169
2010,313TT,2.0095486462229353
2011,313TT,1.8477457657573964
2013,313TT,1.5932433394930283
2016,313TT,1.5203136581128214
1968,315AL,2.2457559573370576
1969,315AL,2.189065798552669
1970,315AL,2.316215836621045
1971,315AL,2.2327578270264192
1972,315AL,1.9048996509920502
1973,315AL,1.827077894351684
1974,315AL,2.3789066232136213
1975,315AL,2.332787969171442
1976,315AL,2.05548261615995
1977,315AL,2.1393739779061622
1978,315AL,1.9655716627319373
1979,315AL,1.8849399542557892
1980,315AL,1.887553315106307
1981,315AL,1.9500140363701637
1982,315AL,2.2666263186124795
1983,315AL,2.0847247002174836
1984,315AL,2.113578540371017
1985,315AL,2.19902101681742
1986,315AL,1.918763008430864
1987,315AL,1.8234313033563803
1988,315AL,1.835620845292427
1989,315AL,2.024858586563354
1990,315AL,1.8416747962629698
1991,315AL,1.9384157114573823
1992,315AL,1.767533693256545
1993,315AL,1.650490127936904
1994,315AL,1.8327986252888289
1995,315AL,1.8772011498508092
1996,315AL,2.5977838480013773
1997,315AL,1.9199277706168598
1998,315AL,1.6076608591132597
1999,315AL,1.7863871525790787
2000,315AL,2.1236556115935565
2001,315AL,2.238978120591841
2002,315AL,2.0431562752125023
2003,315AL,2.3151799680377785
2004,315AL,2.093251440939523
2005,315AL,2.0018616320620697
2006,315AL,2.7359782432590727
2007,315AL,1.8842818678774376
2008,315AL,3.195351812194244
2010,315AL,2.484477664286949
2013,315AL,1.8818975685839294
2014,315AL,2.0272965711575752
2016,315AL,2.47638512347464
2017,315AL,2.222639701113743
2019,315AL,2.182980010713068
1977,321,1.3494566863582487
1980,321,1.539953193028856
1981,321,1.410489349393625
1982,321,1.4628472165069228
1984,321,1.5137451066774454
1985,321,1.4107840408328411
1993,321,1.3373901243973436
1994,321,1.4412320465332487
1995,321,1.3793962909035973
1996,321,1.8914676609304757
1997,321,1.398259871461499
1998,321,1.2245869120925454
1999,321,1.7625102720460268
2000,321,1.4958169137039454
2001,321,1.4352952511152852
2002,321,1.331865202345928
2003,321,1.421770825037483
2004,321,1.824673858706928
2005,321,1.8863417032423204
2006,321,1.6797635201304502
2007,321,1.413707798891041
2008,321,1.346171602113349
2009,321,1.3696812679169272
2010,321,1.7820685252087696
2011,321,1.641993768392695
2012,321,1.6333942264918817
2013,321,1.6540413929385354
2014,321,1.8409466912551873
2015,321,1.7904045376872078
2016,321,1.542217309932465
2017,321,1.0704387867813643
2018,321,1.7675127898643261
2019,321,1.5423474551923828
2020,321,1.7839053517094725
2021,321,1.5937956639816688
2022,321,1.5612582275728992
2024,321,1.3760656574079229
1968,322,1.6055855716843488
1969,322,1.3719400582512211
1970,322,1.462109686111599
1971,322,1.4328076465452484
1972,322,1.4210864719232061
1973,322,1.5102779751722115
1974,322,1.4302058843930934
1975,322,1.3719598638035595
1976,322,1.5441019202591775
1977,322,1.4225104883004052
1978,322,1.2398933726849297
1979,322,1.2687223237649858
1980,322,1.4995358003035393
1981,322,1.438035443494521
1982,322,1.426634010904854
1983,322,1.4175335161569693
1984,322,1.2088443887647304
1985,322,1.2298556197085004
1986,322,1.3904917285222544
1987,322,1.3393992872563607
1988,322,1.4025086686736075
1989,322,1.2668145826330495
1990,322,1.4433531650381382
1991,322,1.4248484873347178
1992,322,1.4001142677005511
1993,322,1.3550547201869863
1994,322,1.4176287692903868
1995,322,1.3753456282530536
1996,322,1.361587399076752
1997,322,1.3113284232774527
1998,322,1.2543723283892374
1999,322,1.5988719432491802
2000,322,1.5965570564426057
2001,322,1.5794751592422727
2002,322,1.4824386879114777
2003,322,1.6100411183052863
2004,322,1.3321456013726827
2005,322,1.6516354945544838
2006,322,1.3128731056041272
2007,322,1.6346103008316186
2008,322,1.4659605895629022
2009,322,1.4908546384545254
2010,322,1.4167802623308308
2011,322,1.1335849629366699
2012,322,1.5672901533834027
2013,322,1.6233609072073831
2014,322,1.266835513575162
2015,322,1.615277587380746
2016,322,1.2459671749318082
2017,322,1.4596066331727469
2018,322,1.3779200541756862
2019,322,1.708135445686114
2020,322,2.371130133800078
2021,322,1.7236574018315438
2022,322,1.650079106819772
2023,322,1.5812527650262242
2025,322,1.1127762106503052
1968,323,1.1003766152051417
1969,323,1.3650381207731717
1971,323,1.2359994039775972
1974,323,1.2187678089537777
1975,323,1.1615890309778403
1976,323,1.1592047684118807
1977,323,1.162424051500799
1978,323,1.2917420671787405
1979,323,1.392358539872811
1980,323,1.019178792842612
1981,323,1.1122195001439228
1982,323,1.175984632283397
1983,323,1.2629035426736233
1984,323,1.1535766574916442
1985,323,1.1047463737361012
1986,323,0.9557407062658273
1987,323,1.1918526067159303
1988,323,1.2429679812492787
1989,323,1.1934391157102877
1990,323,1.149953523431035
1991,323,1.2882238738849094
1992,323,1.2457708878281981
1993,323,1.0017406773911655
1994,323,1.191466555783693
1995,323,1.3214395235365624
1999,323,1.269184399940383
2000,323,1.3558092699400628
2001,323,1.2284565246739314
2002,323,1.5110600130890937
2003,323,1.6833294631049018
2004,323,1.577308738916905
2005,323,1.3077815461551276
2006,323,1.5237539982552886
2007,323,1.607615622810899
2008,323,1.4288308618822039
2009,323,1.340230857637028
1968,324,1.2858180022555057
1969,324,1.2181526897004826
1970,324,1.5077802014330988
1971,324,1.2950565459213101
1973,324,1.1490942446600816
1976,324,1.5105389186827773
1977,324,1.3913342051512498
1978,324,1.2518653306286465
1979,324,1.4073851616765105
1980,324,1.3014839329957648
1981,324,1.253104280836952
1982,324,1.2989018997965764
1983,324,1.2162856063818508
1986,324,1.226473319283289
1968,325,1.5475326049108782
1969,325,1.6075610432154557
1970,325,1.4428564428332558
1971,325,1.50143541781401
1972,325,1.5604591685534508
1973,325,1.539861762749581
1974,325,1.5916364311914155
1975,325,1.4931581362635462
1976,325,1.4947248830764954
1977,325,1.458819129959411
1978,325,1.3534038271897173
1979,325,1.4794501081422324
1980,325,1.3705147116496632
1981,325,1.358321902039638
1982,325,1.3530212629085676
1983,325,1.3961070131922804
1984,325,1.4990607314839628
1985,325,1.34178062413636
1986,325,1.3831855073749328
1987,325,1.4289396493034419
1988,325,1.4097564592779763
1989,325,1.4842576039194604
1990,325,1.3948919682847707
1991,325,1.4006506959131533
1992,325,1.4534673346790838
1993,325,1.496547552966528
1994,325,1.5059104820409195
1995,325,1.428910637970409
1996,325,1.581140731922123
1997,325,1.401948050647278
1998,325,1.5181235352623343
1999,325,1.5983805858605251
2000,325,1.87488167747098
2001,325,1.8564265888299527
2002,325,1.9336835541304034
2003,325,1.8073003049140726
2004,325,1.829539882273866
2005,325,1.5991271066876667
2006,325,1.7544184563823144
2007,325,1.8855424818153332
2008,325,1.8798635560481074
2009,325,1.7185762221819676
2010,325,1.8641372575431074
2011,325,2.054131038635833
2012,325,1.8292197201940992
2013,325,1.7645631502412165
2014,325,1.9312047513035129
2015,325,1.894013639780812
2016,325,1.8592619822749938
2017,325,1.967818426395831
2018,325,2.145004226581819
2019,325,1.9234644870190376
2020,325,2.0371534540021083
2021,325,2.3633016765654555
2022,325,1.749422399354982
2023,325,1.853603323778994
2024,325,1.8520627192093706
2025,325,1.9894712106921375
1968,326,1.4577765567119203
1969,326,1.3234069121512995
1970,326,1.552509601275434
1971,326,1.4097100166706629
1972,326,1.5224752260252912
1973,326,1.7256467702298603
1974,326,1.3790800513614763
1975,326,1.4878921831690675
1976,326,1.4526890041135738
1977,326,1.4323541137963203
1978,326,1.390735492844819
1979,326,1.5030886583995196
1980,326,1.5896366095840915
1981,326,1.486042873280157
1982,326,1.5208786881764178
1983,326,1.515917225918383
1984,326,1.3742641733138194
1985,326,1.6377674710791268
1986,326,1.4982313265082075
1987,326,1.6554452961726707
1988,326,1.6175842859341567
1989,326,1.6061190655908675
1990,326,1.4444595549781762
1991,326,1.5413193535201504
1992,326,1.670234589280239
1993,326,1.5585428014707097
1994,326,1.5336280284790826
1995,326,1.8435419950247482
1996,326,1.3572742617164613
1997,326,1.3230540848491399
1998,326,1.6818368803239483
1999,326,1.3490445873317736
2000,326,1.6381562950203052
2001,326,1.6569274454508098
2002,326,1.6512409120866802
2003,326,1.566404935730431
2004,326,1.4691743910364128
2005,326,1.661313516142348
2006,326,1.703439205931329
2007,326,1.81490360626475
2008,326,1.8129103229131645
2009,326,1.9334729552428667
2010,326,1.7662287514152115
2011,326,1.590227456378566
2012,326,1.6063433520875208
2013,326,1.3516130585675192
2014,326,1.8063873279417533
2015,326,1.393102276449594
2016,326,1.5174162236943354
2017,326,1.0713717570045593
2018,326,2.235191960246205
2019,326,1.4607063050783322
2020,326,1.5743443841871338
2021,326,1.387026942598662
2022,326,1.7597524315407747
2023,326,1.5985311083131808
2024,326,1.7128360415085817
2025,326,1.8185554230765353
1968,327,1.7530838905012898
1969,327,1.4450091956138047
1970,327,1.6409514552790188
1971,327,1.5275963384333595
1972,327,1.5033415803436867
1974,327,1.4028818010313753
1976,327,1.4600424200681534
1977,327,1.3071312819892795
1978,327,1.3876792036736123
1979,327,1.3151400290007813
1980,327,1.2931540382406328
1981,327,1.3729465277312813
1982,327,1.3521547132325284
1983,327,1.3854482266038337
1984,327,1.3386098950039629
1985,327,1.4170982603938584
1986,327,1.5211812893843675
1987,327,1.5128895470575494
1988,327,1.6134373355940217
1989,327,1.4141019624966193
1990,327,1.462315585325802
1991,327,1.3573863109828004
1992,327,1.240077811690583
1993,327,1.4105812497384886
1994,327,1.5194040273991456
1995,327,1.3626666866583532
1996,327,1.5326726651818816
1997,327,1.442103064454153
1998,327,1.5543551414389376
1999,327,1.4689270230223788
2000,327,1.5184696986341204
2001,327,1.5172941326097567
2002,327,1.6496077254822263
2003,327,1.3700659102362012
2004,327,1.5168364616085253
2005,327,1.3533217361546543
2006,327,1.5914140056560766
2007,327,1.5534847955915994
2008,327,1.450939556702755
2009,327,1.5776054477629375
2010,327,1.407952482415483
2011,327,1.4308072713325994
2012,327,1.3701665491452244
2013,327,1.7089555971128152
2014,327,1.2937592160532287
2015,327,1.5135458213273616
2016,327,1.4333129046228241
2017,327,1.4131159087368277
2018,327,1.7255730633869955
2019,327,1.3495936309544463
2020,327,1.2333991612814494
2021,327,1.6496141958945563
2022,327,1.5359147825263746
2023,327,1.4323360308584974
2025,327,1.1883946745927632
1968,331,1.3944546651787935
1969,331,1.2908476949163958
1970,331,1.3495272780510772
1971,331,1.4475326494778153
1972,331,1.5211272720126325
1973,331,1.5389406763638587
1974,331,1.3294621620065958
1975,331,1.1956256502893776
1976,331,1.2782122774193834
1977,331,1.1967604212464895
1978,331,1.242210968261839
1979,331,1.1570657280948287
1980,331,1.161820893817469
1981,331,1.1781219629856021
1982,331,1.2360227485538193
1983,331,1.2206146360677068
1984,331,1.3087040617239332
1985,331,1.3194872038246916
1986,331,1.2405561905047267
1987,331,1.424600843721832
1988,331,1.3270140806878412
1989,331,1.1468922340381984
1990,331,1.1604793026720894
1991,331,1.4084085904882229
1992,331,1.3840106207699456
1993,331,1.3266466573943945
1994,331,1.2990670893986835
1995,331,1.247556162777721
1996,331,1.4689075337205624
1997,331,1.3252046090052374
1998,331,1.2502390950294946
1999,331,1.457421427544646
2000,331,1.4361344615536085
2001,331,1.6250033131852961
2002,331,1.6600320726092754
2003,331,1.2751764609358391
2004,331,1.4828014597492705
2005,331,1.6591166007274893
2006,331,1.7288355563940432
2007,331,1.5084616696165796
2008,331,1.4038624173665584
2009,331,1.270934982167129
2010,331,1.6067862407655977
2011,331,1.4192261781669109
2012,331,1.2760183772078069
2013,331,1.2301569972385855
2014,331,1.330980542833793
2015,331,1.4653195440606923
2016,331,1.3579480352235298
2017,331,1.4739198799777924
2018,331,1.2855046309371458
2019,331,1.4820022528803585
2020,331,1.3281628122486067
2021,331,1.5358080047807967
2022,331,1.5293066261711543
2023,331,1.4007766229322318
2024,331,1.3295201540496546
2025,331,1.5838917007252755
1968,332,1.7456506529265055
1969,332,1.40887787349884
1970,332,1.6161717630378774
1971,332,1.5014460683186648
1972,332,1.555363211262801
1973,332,1.512654226205629
1974,332,1.4655724567348205
1975,332,1.4191828648726355
1976,332,1.5571932836863245
1977,332,1.4937314319017507
1978,332,1.4016201381263653
1979,332,1.4043278377524715
1980,332,1.5309782821535247
1981,332,1.4729166475089257
1982,332,1.498267477791335
1983,332,1.4985084538292457
1984,332,1.5339517612977704
1985,332,1.2787186473102983
1986,332,1.3350001050086937
1987,332,1.4088918121315661
1988,332,1.3439244707968694
1989,332,1.4112263888255825
1990,332,1.4702507294198808
1991,332,1.5541075872704753
1992,332,1.488717979093582
1993,332,1.377371499756816
1994,332,1.4514746407535555
1995,332,1.505233168262301
1996,332,1.5835494463705313
1997,332,1.475468381455418
1998,332,1.403993803323383
1999,332,1.6863296121175562
2000,332,1.5536363408937215
2001,332,2.0227785746707405
2002,332,1.6231228758445575
2003,332,1.3807527115745364
2004,332,1.5015150186269424
2005,332,1.4291180184243726
2006,332,1.417586206077606
2007,332,1.5009666377749646
2008,332,1.48056414267292
2009,332,1.5613192403793694
2010,332,1.6545099524945603
2011,332,1.3864376788209753
2012,332,1.4847133550042977
2013,332,1.5180753085887604
2014,332,1.3557123624505167
2015,332,1.582033303038222
2016,332,1.6444815975158844
2017,332,1.321523122687511
2018,332,1.3770110555374384
2019,332,1.2762784265096567
2020,332,1.6894186387454548
2021,332,1.3207556459985095
2022,332,1.4735438199938764
2023,332,1.4939447548280809
2024,332,1.7538198944298031
2025,332,1.3488566491995815
1968,333,1.4122390360337984
1969,333,1.4623841271053815
1970,333,1.4978175292089493
1971,333,1.4716717807326325
1972,333,1.421303403934237
1973,333,1.3805485787031917
1974,333,1.347585376791461
1975,333,1.2572061303035142
1976,333,1.2969144243399493
1977,333,1.395533492018979
1978,333,1.3585008605186433
1979,333,1.3233436928020128
1980,333,1.248175877829595
1981,333,1.3083086954481347
1982,333,1.2924431555366656
1983,333,1.3314927029723898
1984,333,1.3484671579134067
1985,333,1.394371358539643
1986,333,1.27083489047017
1987,333,1.3218571050543741
1988,333,1.37644078017604
1989,333,1.3654907770430806
1990,333,1.3691694286296285
1991,333,1.3296551546804987
1992,333,1.34936206071515
1993,333,1.466609636511397
1994,333,1.465255483401663
1995,333,1.3967441653686479
1996,333,1.3641587793656709
1997,333,1.445493979446187
1998,333,1.4200478560392271
1999,333,1.510376957509341
2000,333,1.5444974776889384
2001,333,1.487169834169304
2002,333,1.4535222847861835
2003,333,1.589872265633063
2004,333,1.5687365407940705
2005,333,1.5236550519007839
2006,333,1.683826910306656
2007,333,1.4764547109367359
2008,333,1.5704848517673833
2009,333,1.6220022395020863
2010,333,1.6619219410925103
2011,333,1.6811518930164007
2012,333,1.4780243415250736
2013,333,1.6352826873267094
2014,333,1.7367620686780612
2015,333,1.6494967504346438
2016,333,1.8105866559085564
2017,333,1.3308975939594692
2018,333,1.0618283434492242
2019,333,1.8928008058749786
2020,333,1.7443866766250435
2021,333,1.6610590684395397
2022,333,1.5475750843476723
2023,333,1.6316602600343688
2024,333,1.6904253512330096
2025,333,1.345393115094304
1968,334,1.534747284632056
1969,334,1.4568982260995291
1970,334,1.3081851520113756
1971,334,1.4240253242376355
1972,334,1.537888559704072
1973,334,1.6332763571791111
1974,334,1.6103623867079235
1975,334,1.471905848071398
1976,334,1.5716314977089696
1977,334,1.621952001543046
1978,334,1.3973307575238187
1979,334,1.4384421899204647
1980,334,1.4834736819928636
1981,334,1.424074624085969
1982,334,1.4916911057036422
1983,334,1.5689695328554991
1984,334,1.4889962922608717
1985,334,1.5179485651389963
1986,334,1.571410566719492
1987,334,1.609783698443445
1988,334,1.524136913686354
1989,334,1.480996377603175
1990,334,1.5421215321007136
1991,334,1.7381585767149974
1992,334,1.6828877195008434
1993,334,1.6843147289918892
1994,334,1.7576704931721712
1995,334,1.7812752854375136
1996,334,2.14674110893197
1997,334,2.0412556219050155
1998,334,1.772692187425656
1999,334,1.7601120319180141
2000,334,1.7262895218411618
2001,334,2.233895320379023
2002,334,2.1740642542626705
2003,334,1.9733532095204442
2004,334,2.1564386781634384
2005,334,2.023500704401863
2006,334,2.357844145327205
2007,334,2.0734057636044563
2008,334,2.2857688034047956
2009,334,2.2939760901576083
2010,334,2.154334044932834
2011,334,2.6404420680321534
2012,334,1.482847698480881
2014,334,2.069632796542969
2015,334,1.9049157050776349
2016,334,2.2740174211053965
2018,334,2.2365720671066205
1968,335,1.6106065203755386
1969,335,1.677189293867058
1970,335,1.7172141070631874
1971,335,1.7568868803909328
1972,335,1.7140498688036152
1973,335,1.6504471389320388
1974,335,1.4895758772862768
1975,335,1.5524232775829292
1976,335,1.5317020366489036
1977,335,1.539534165754654
1978,335,1.7151551938423195
1979,335,1.6326243252529364
1980,335,1.5770030383778035
1981,335,1.5758025962634856
1982,335,1.4915833055554628
1983,335,1.4926343396440758
1984,335,1.620602941282569
1985,335,1.6673026788280616
1986,335,1.5834454624591556
1987,335,1.5968509850953818
1988,335,1.6886949008559653
1989,335,1.8813693224398687
1990,335,1.6349236487912384
1991,335,1.691831978299074
1992,335,1.7144427798126591
1993,335,1.7921586512775733
1994,335,1.686206634074549
1995,335,1.818463860756995
1996,335,1.7296057022630162
1997,335,1.7253285925928559
1998,335,1.4375948854688059
1999,335,1.8498338039558508
2000,335,1.8843814658080822
2001,335,1.9789720685456889
2002,335,1.9685397559843005
2003,335,1.8500106244333459
2004,335,1.9128820661712538
2005,335,2.2159066080189245
2006,335,2.153194399280681
2007,335,1.9008705170605362
2008,335,1.9148804411983693
2009,335,2.2287275721661826
2010,335,1.7095464845445092
2011,335,2.1723180849803385
2012,335,2.21463910611548
2013,335,2.0831811175185515
2014,335,1.3644678329648028
2015,335,1.9840816603382079
2016,335,2.13244072580909
2017,335,2.1510194728456056
2018,335,1.9180713776186877
2019,335,2.3571257609618144
2020,335,2.0950192609536162
