K_STR,K_EQ,DPR_STR,DPR_EQ,REL_P_EQ,OUTPUT,L_U,L_S,W_U,W_S,SKILL_PREMIUM,LABOR_INPUT_RATIO,L_SHARE
1032.0993219514987,2265.5794505559693,0.0242741919885495,0.1328728316970002,0.2835391641795701,704.9954821576347,15.564522089081455,9.377461909793826,8.700426722958188,8.79541980323626,1.5646164636238282,0.5381450772346986,0.6881630079071483
1054.098468236379,2425.6421438403345,0.0242198672582597,0.1319408115985352,0.2674820611504863,724.3954142183136,15.37560029624879,9.705570249501578,8.969943081110141,9.007874178333951,1.5542629711487572,0.5638178615626674,0.6953071329199224
1079.218237361941,2632.8508820462384,0.0240432727147245,0.1319550338664491,0.2558705061158942,753.5798078642111,15.487215945126634,9.930658847922077,9.068836051356008,9.320260435143522,1.590627086315629,0.5727361053151004,0.6913578306842021
1104.7270681828154,2889.9902141317816,0.0243690884308784,0.1330639775611058,0.2405184548489586,773.8075271990773,15.417872075673348,10.193377724883613,9.325260362330985,9.609309007448806,1.594861849340743,0.5905321314213315,0.6840061662355512
1134.1452115028649,3186.1170583873622,0.0242703557187911,0.1336050436222378,0.223206680763679,802.999923006866,15.68445420652009,10.31362305139106,9.694462639450968,10.419517348836369,1.663472927212201,0.5873428647759216,0.6774976599816467
1165.8696875094154,3523.945112747564,0.0242813451106166,0.1347658637975303,0.2083915530565722,838.7107343974199,15.755735536805911,10.28933604883272,10.106359881522602,10.970417560463614,1.6800425278321045,0.5833087917136488,0.6742053046760899
1202.3670818773037,3941.762112179775,0.0243991311050382,0.134853134590092,0.1906636159831487,876.2966705598741,15.72340794694048,10.574691007562183,10.424990467557642,11.417941115184355,1.6951338983946211,0.6007182926185187,0.6714299245200472
1241.910260413057,4447.583481297611,0.0243161294141635,0.1350828194563503,0.1732245233751604,918.3107121252448,15.87589257108781,11.00965096636234,10.738826378599912,12.069477131751484,1.7394963093258822,0.6194200411701113,0.6794115142527375
1283.973889935446,5012.846799933485,0.0244342498229624,0.1360455739666519,0.1588893078972772,955.7516636636144,15.828559779897128,11.11329045707771,11.0406759605682,12.238026990076524,1.715566745650508,0.6271206732563331,0.6831455811050653
1326.4242822086533,5479.199881877877,0.0248021016972588,0.1377190985659002,0.1450185790763218,964.872818774974,15.854172162612908,11.297360514922287,11.629557364211315,13.533374119303662,1.8010873619354424,0.6364778160060307,0.6896075807179636
1366.2529214981878,5858.521586085047,0.0248941225080054,0.1382861713828618,0.1339198611693029,981.2365123733314,15.586862508685538,11.627333031260733,12.040784348501608,14.104200857479151,1.8129489796152567,0.6663022203033157,0.6914026262169766
1410.3442800480511,6276.742415255511,0.0250024192603685,0.1379438327353706,0.1222512356894054,1008.6738885845148,15.265135226688953,11.804912040342334,12.315759990564008,14.174332005853044,1.781284384123199,0.6907357797592576,0.6857088758494887
1462.7749471612358,6802.830011284821,0.0247584044177476,0.1349325337331334,0.1147895137382609,1047.5336234262045,15.26315640881658,11.748203294276886,12.590086992240913,14.432808654656416,1.774246672402264,0.687506726529185,0.6806331037819807
1522.9689381528128,7443.6283298155,0.0251358779126203,0.1358124132993242,0.1074736049138969,1084.0215174833256,15.406580789490937,11.779981651054364,12.818316736926686,14.83053041649735,1.7906782624347457,0.6829488869464537,0.6768579241838654
1581.511069668763,8216.577516123112,0.0259719046063378,0.1339932197714812,0.0999422987806532,1114.1877763932805,15.57639992051688,11.840218110267452,12.963291189365988,15.37463488656799,1.835614209353429,0.6789573073530636,0.6643304412754322
1629.9707755862405,9002.329472217316,0.0265032972460899,0.1355268155196194,0.0937577322476507,1136.5886646570332,15.3282904993607,12.382374589455493,13.43152970685296,16.09926465252694,1.8551218434437984,0.7215394297101386,0.6562599382288485
1666.2995947286142,9684.23220896122,0.0267128970432123,0.1347244964015079,0.0867634801875071,1137.9774034797977,15.17456263355118,12.751375050047487,13.83368914197373,15.94695372720592,1.7841509602210848,0.7505691159646629,0.6654562126499652
1683.0705080124744,9888.430254852732,0.0267631076022035,0.1375321585391802,0.0840553277230043,1108.391228560033,14.701724317978895,12.949269100780755,14.158653620671927,16.696373056571833,1.825122667629242,0.7867320349962892,0.6730433634190066
1693.3496918227645,10487.162677669412,0.0261905466818646,0.1345953225469927,0.0771910123180536,1138.4159946983648,13.992735979270678,13.081840013691048,14.57100335875606,16.890190129522317,1.794059971348886,0.8350568579202545,0.6632433645321265
1704.539119382977,11326.44947407888,0.0260155130746855,0.1335764966338215,0.0731270236518376,1156.060252440102,14.005353526681962,13.255821581861614,14.667700309837077,16.691539085095165,1.7612711941945445,0.8454003579553118,0.6528827794466537
1723.035232733245,12369.378352239364,0.0260778712745898,0.1338768840289971,0.0694313057067645,1182.426357414825,14.024605108850764,13.431093359170768,15.089835092540351,17.45526024124159,1.7903325630923146,0.855402626573159,0.6528089737895473
1747.1229026156125,13445.272667676263,0.0256986434333998,0.1350633634744025,0.0660363779185939,1204.205186711922,13.88392210297282,13.837662002425668,15.172738929366018,17.62687046474663,1.7980555470573345,0.8902262645608975,0.6449025582653929
1777.560823161496,14654.319261837209,0.0262715146436076,0.1352909822164074,0.0623469839834035,1231.7547386834358,13.979436290362695,13.764863225523364,15.290585590932292,17.80149626484325,1.8018733653406616,0.8794924071166759,0.647128215039354
1811.286000859476,15877.521156192612,0.0264761439555309,0.1365658852569847,0.0591177737181668,1265.0905084246644,14.002110844161294,13.968943122462118,15.655879795686934,17.927682599749602,1.7723053676984175,0.8910865550168383,0.6456722101344011
1847.058419035867,16985.986756378537,0.0258407225733421,0.1368109178551142,0.055417396801223,1286.1855893616168,13.932100869231816,14.30679851384961,16.0120782077001,18.68885222229185,1.80645356991975,0.9172246211784364,0.6509102973289722
1886.718175601679,18151.376354691864,0.0259504020006677,0.1367587636244353,0.0524614898614754,1315.1977910329997,13.896132499652712,14.442039332013676,16.623887670439085,19.336059739077115,1.8002269538750388,0.928291620554779,0.6559079429129739
1928.488963515396,19528.16267019647,0.0257063200517346,0.1355560304908455,0.0496848179697526,1353.586562273926,13.76886045140792,14.84869124662739,16.972687268496802,19.857171123214982,1.8107506327792968,0.9632522493017772,0.6569624678549566
1970.6580845058293,20964.303885003566,0.0258423805751181,0.1363029075933501,0.0472865186676451,1384.568386974452,13.752705124214806,15.042681461188677,17.27291724961009,20.34852436240606,1.8233040825722733,0.9769829421045442,0.6563650581802766
