YEAR,L_SHARE,OUTPUT,K_STR,K_EQ,REL_P_EQ,DPR_ST,DPR_EQ,L_U,L_S,W_U,W_S,SKILL_PREMIUM,LABOR_INPUT_RATIO
1987,0.5149004071750853,610.6132902954179,778.3552578762194,17.3999845326801,1.0,0.0298769771528998,0.1094017094017093,0.0,0.0,0.0,0.0,1.511524467274426,0.2356509421230986
1988,0.5124058484714222,635.7514445969533,758.0380901285042,18.43513609218025,0.9500747816442774,0.0304568527918781,0.1080645161290323,24.9041325868143,4.98478218315428,10.202778470679577,15.895338570849837,1.6470247438404917,0.1941254402609392
1989,0.4984498280899099,660.1017430010925,738.6081322149366,19.7432456437559,0.9038180442807321,0.0307941653160453,0.1085626911314985,24.902874135081827,5.2895229263569465,10.36779394045913,17.027233858621983,1.7109938753717606,0.2087995697153241
1990,0.4749347235058188,660.4507166205683,719.576501261691,21.19273968347847,0.8561909623063513,0.0312989045383411,0.1069900142653352,24.714576223559227,5.5504118803574585,10.460405356696649,17.800659871804996,1.5831336838329246,0.2070099130616433
1991,0.4672069562281035,655.9729401033749,701.4719410492949,22.90204707082481,0.8190151382042606,0.0308641975308642,0.1073369565217392,24.77565300030703,5.79341188739332,10.730948427437115,18.995432417507125,1.531004899163393,0.2357830721679752
1992,0.4648245273245273,661.7090536141624,683.2842988387895,24.58185302720135,0.7703925033557711,0.0314371257485028,0.1080729166666666,24.341565160409008,6.0588612575770515,10.79856033452743,19.25585273017063,1.9434168322646637,0.2606133580036072
1993,0.4783058777499735,661.1400694031042,665.7430777936626,26.034416755949803,0.7267644146752844,0.0303468208092484,0.1085858585858585,24.30024547858796,6.278315187142644,11.160979240391573,20.284937072464754,1.6776961102380712,0.3258272919319268
1994,0.4836790207412444,665.6795985385894,648.6128676890658,27.55249747011853,0.6952151400738843,0.0304287690179806,0.1070559610705595,24.23046827667223,6.415439001804787,11.461438957058922,21.174186312235594,1.7544138503396298,0.2369598207983911
1995,0.4443475967947497,683.6730715678085,632.0156011636064,29.50322388217553,0.6535027182946822,0.0309555854643337,0.1077636152954808,24.107678941980176,6.632128819060804,11.750451999222653,21.84377298049065,2.25827317857577,0.2841993484017545
1996,0.4717987513659323,695.6818399354602,615.3066630151732,31.209056463142694,0.6064656149242227,0.031413612565445,0.1078320090805902,23.822452340019186,6.7374231123389325,11.992495473658295,22.360231050293347,2.146187886790382,0.2932234449017197
1997,0.4764465285533605,714.8840647893003,599.4128808754891,32.852773606727496,0.5662120458808116,0.0304182509505703,0.108108108108108,23.981604560601234,6.824009535405099,12.523682991169297,23.652918091211774,1.6882576533810831,0.2800551859157942
1998,0.4924539487311348,718.1039982985964,583.951722473743,35.27164506462117,0.5180442033154055,0.0304506699147381,0.1070640176600441,24.127461680707928,6.735481097050028,12.797122947108736,24.804394967258656,1.8565190513292975,0.2924486555881927
1999,0.4398761747641203,705.3925102567799,569.1933917484462,38.34931636500063,0.47066116806736263,0.0306603773584904,0.1053763440860214,24.44545712169629,6.588676908457329,13.145625145713256,26.353402132325385,1.7710268636815192,0.2102562465217436
2000,0.4496975787919084,714.0500634444572,554.2810554513566,41.50570059728954,0.4317115486378693,0.0309278350515463,0.1048218029350104,24.368178070440536,6.442154157330663,13.345383187722813,27.265352169212168,1.906456390583592,0.253106667359616
2001,0.4322202762066094,722.487528515204,539.7942701746921,44.79874046899658,0.3940239666395768,0.031111111111111,0.1036960985626282,24.3451169759094,6.480487568925855,13.712074071089313,28.200779427372147,2.3496780863111937,0.2716465479831383
2002,0.4340270658191511,701.8846267772512,526.4512544377318,48.92520493616576,0.36386810052785795,0.0304347826086955,0.1016949152542373,24.695964841299787,6.45086554519329,14.175078325920863,29.72512423336393,2.2017825026235114,0.2521142523110304
2003,0.4430056446655117,725.925029351602,512.7835160125544,53.020620464798824,0.3321637621864851,0.0312500000000001,0.1005802707930367,24.31354701761559,6.473136693794212,14.380889149227475,29.987502071657033,2.046409753931093,0.2660659950637091
