YEAR,L_SHARE,OUTPUT,K_STR,K_EQ,REL_P_EQ,DPR_ST,DPR_EQ,L_S,L_U,W_S,W_U,SKILL_PREMIUM,LABOR_INPUT_RATIO
1987,0.64513839602555,27.585783453792715,2.70167215020703,7.244422170597579,1.0,0.05,0.0874125874125874,0.0,0.0,0.0,0.0,1.3824396525099356,0.3927303233672413
1988,0.5878214992306001,29.422330672902582,2.74247528349552,7.34877113512907,0.9500747816442774,0.0476190476190476,0.086206896551724,6.778531377243988,25.753059268641824,11.783810533972002,13.35677651858741,1.0658923126032822,0.0612608130516076
1989,0.5773064687168611,28.616849554059122,2.78628690892924,7.330973133192451,0.9038180442807321,0.0434782608695653,0.086206896551724,6.541824007080393,25.695405852919034,14.448201922961253,13.344539449712443,1.0216967600649636,0.3330496182361699
1990,0.5716507874781256,29.06713603218506,2.82734525444919,7.35276709996658,0.8561909623063513,0.0416666666666667,0.0868055555555555,6.280205535509911,25.627848497141823,16.450036466761677,13.780518505198,1.272994166557411,0.2928102459802182
1991,0.5354659248956884,28.946488294314378,2.8662733354235503,7.33046887737397,0.8190151382042606,0.04,0.0880281690140845,6.026839589379186,25.59312982987281,18.894657380157188,13.947307426973218,1.2147793746957356,0.1693947015719191
1992,0.5418319820596861,28.390088737607208,2.90467126134217,7.150542798919441,0.7703925033557711,0.0384615384615385,0.0905797101449275,5.64624035244636,25.740685135931596,23.867769151036935,13.20426565627621,1.2722676855554185,0.2395256173770585
1993,0.533445945945946,29.306114152135088,3.08748040184694,7.51809494505262,0.7267644146752844,0.037037037037037,0.0883392226148409,4.5997668834085985,24.30579405743429,24.50905910031187,15.90280236156341,1.4264350625708204,0.2772180064947272
1994,0.5056634304207119,29.49120736960323,3.12317611653603,8.14876159529063,0.6952151400738843,0.0344827586206897,0.086206896551724,5.93884638622703,24.933589391429667,19.669520968527664,17.883638624439,1.3822579918019011,0.3428057511952288
1995,0.5066666666666667,31.32553606237817,3.01548038837962,8.62485114850362,0.6535027182946822,0.0344827586206897,0.0884353741496599,6.178709616619593,26.014287035591565,21.571529211347613,16.456647354045664,1.225531146542018,0.1921548073727514
1996,0.5037366830974718,33.127315985943426,3.05170155290481,9.40229858970401,0.6064656149242227,0.0333333333333333,0.0879478827361562,4.1162147079951525,24.81381319363516,25.9483631125672,16.561107994091593,1.4980250261356456,0.2827929286974106
