YEAR,L_SHARE,OUTPUT,K_STR,K_EQ,REL_P_EQ,DPR_ST,DPR_EQ,L_U,L_S,W_U,W_S,SKILL_PREMIUM,LABOR_INPUT_RATIO,L_S_raw,L_U_raw,L_S_iv,L_U_iv
1987,0.3896759713844859,228.14539330573294,193.55781555281249,10.72391853940928,1.0,0.0301003344481605,0.0897435897435897,0.0,0.0,0.0,0.0,1.3344175866166266,0.5988845605923018,0.0,0.0,0.0,0.0
1988,0.265537296273754,220.24977547320083,188.67475642740553,10.82803729328098,0.9500747816442774,0.0296052631578946,0.0904522613065327,23.976880096467767,15.544232961080468,13.438092625084117,18.788357542550443,1.3208962625196714,0.5008983329627944,15.544232961079189,23.976880096467767,15.544232961080468,23.976880096467767
1989,0.2654521175123998,235.1665552493845,183.42329240827638,11.0775164330836,0.9038180442807321,0.0321543408360128,0.090686274509804,23.509639432086686,15.836318772060878,13.839264829739887,22.335627523227497,1.5554899122304875,1.121370559609194,15.836318772058354,23.509639432085805,15.836318772060878,23.509639432086686
1990,0.2480025111288665,268.0962408850893,178.36755444758427,11.4877559039369,0.8561909623063513,0.0318471337579617,0.0887850467289719,23.120576673012856,16.794047835182653,14.705483971037506,24.13112377819819,1.6993551081709393,0.8584610989609156,16.794047835181214,23.12057667301233,16.794047835182653,23.120576673012856
1991,0.2691374822527212,239.6305868044998,173.71479888925361,12.371380626978851,0.8190151382042606,0.032051282051282,0.0896860986547085,22.741912754220046,17.244959007149134,15.425809527003496,25.691971969736038,1.497799758712401,0.5206397019137928,17.24495900714835,22.741912754219854,17.244959007149134,22.741912754220046
1992,0.2815335616849949,220.61179898033504,168.92567649354163,13.773870749338908,0.7703925033557711,0.0318471337579617,0.0887949260042284,22.308997133795746,18.864648804633134,16.437217859940947,27.234219554101657,1.8194501329666064,0.6344892885156331,18.86464880463384,22.308997133796012,18.864648804633134,22.308997133795746
1993,0.2468352785214837,208.27465044357,164.6959009235734,14.975595372226312,0.7267644146752844,0.0310559006211179,0.0910931174089069,22.091354094352763,18.754948404938915,17.03306305925319,29.593326534388925,1.3103027364624238,0.6387771286691327,18.75494840493963,22.091354094352955,18.754948404938915,22.091354094352763
1994,0.2658445890523322,202.18074293106633,160.74520196594028,16.04385634963601,0.6952151400738843,0.03003003003003,0.0909090909090909,21.884920473320683,18.955603309839532,17.728602344657265,31.48909045972162,1.8164659955841795,0.8277309331978826,18.955603309840406,21.88492047332087,18.955603309839532,21.884920473320683
1995,0.2927858787413661,208.8387635756057,156.7965404621503,17.45565139052189,0.6535027182946822,0.0297619047619047,0.0915750915750915,21.604717947307694,20.670162981565255,18.950781773660932,31.82230144066338,2.3225090541739597,1.0625669242605127,20.670162981568364,21.604717947308806,20.670162981565255,21.604717947307694
1996,0.2857851512980213,234.54528051631962,153.0322693614175,18.624569572414522,0.6064656149242227,0.0292397660818712,0.0930232558139535,21.43191928137254,20.88076410169228,19.649012475227554,33.79567930541654,2.083943305132163,0.966591881430366,20.88076410169541,21.431919281373553,20.88076410169228,21.43191928137254
1997,0.2228068698434079,236.20135761811952,148.88099088329588,18.906533631293478,0.5662120458808116,0.0315186246418338,0.0947176684881603,21.25817548985818,20.456893234105266,19.943462147948267,37.87214090694251,2.1801520733065143,1.506079128145279,20.45689323410616,21.258175489857777,20.456893234105266,21.25817548985818
1998,0.2126067523345837,181.5557209698001,145.2749061203637,19.392962208091998,0.5180442033154055,0.0304709141274238,0.09375,21.080621019327776,21.139893106928056,20.99638991161256,37.597082280653645,1.4044804242139404,1.137052770749103,21.139893106930796,21.08062101932842,21.139893106928056,21.080621019327776
1999,0.2446006587527908,210.36164160910198,142.01618037200944,19.845358602566957,0.47066116806736263,0.0296495956873316,0.0934579439252336,20.945558673289877,20.236311453764003,21.374494679649906,39.20115450341549,1.521089878305662,1.067778818877496,20.236311453765584,20.945558673290112,20.236311453764003,20.945558673289877
2000,0.2104024297646165,298.6516450699171,138.4168201934696,20.85767044412921,0.4317115486378693,0.0316622691292877,0.0936329588014981,20.612375087323933,19.260996100055834,21.409617687172553,42.13983257755861,1.8344362298982155,0.6375520837969988,19.260996100054648,20.612375087322835,19.260996100055834,20.612375087323933
2001,0.1768744327663436,273.3147827830839,137.71995659076327,21.897866410320848,0.3940239666395768,0.0294840294840295,0.093984962406015,21.01849690262672,18.801507877100015,23.043200216458956,36.48028013632463,1.7862528779753304,1.1329022521943433,18.801507877104243,21.018496902629348,18.801507877100015,21.01849690262672
2002,0.2215364593603344,264.41301342812005,137.0504706275518,23.45015682645545,0.36386810052785795,0.0299539170506911,0.0932835820895522,21.092715523307117,16.617426185224943,23.058114651883347,36.9081944545635,1.284437237999665,0.7196740872736468,16.61742618522613,21.09271552330875,16.617426185224943,21.092715523307117
