YEAR,L_SHARE,OUTPUT,K_STR,K_EQ,REL_P_EQ,DPR_ST,DPR_EQ,L_U,L_S,W_U,W_S,SKILL_PREMIUM,LABOR_INPUT_RATIO,L_S_raw,L_U_raw,L_S_iv,L_U_iv
1987,0.6616081746852381,155.45751175356116,16.694902747600146,6.0156956665221095,1.0,0.0277777777777777,0.1323529411764705,0.0,0.0,0.0,0.0,1.7585806384926954,0.2623583476192057,0.0,0.0,0.0,0.0
1988,0.6636574671137477,165.50421093657332,17.125841814642392,6.519732888203559,0.9500747816442774,0.0350877192982456,0.1330275229357798,23.93586732011031,6.001008025454908,10.546977553307219,17.149463596059093,1.925489976725291,0.1992185092778322,6.001008025455121,23.935867320110397,6.001008025454908,23.93586732011031
1989,0.6304904925426682,169.3352464495932,17.70568657299136,7.36374504809952,0.9038180442807321,0.0327868852459016,0.1302521008403362,23.769279439836403,6.606209361433486,10.921278041320537,19.696310745291896,1.7134728456937842,0.1946697185951136,6.606209361429858,23.769279439838908,6.606209361433486,23.769279439836403
1990,0.6616615067079463,169.49333668594417,18.09094895372161,8.10796436718533,0.8561909623063513,0.031496062992126,0.1302681992337164,23.97267359486171,6.535314776959623,11.397360254321914,18.65022930798011,1.6619005144865682,0.1785310843664991,6.535314776960493,23.9726735948611,6.535314776959623,23.97267359486171
1991,0.6363081877622719,163.64700516874427,18.44643571744413,8.731712373119269,0.8190151382042606,0.0307692307692307,0.1350364963503649,24.238613270209086,6.2640130957542866,11.557586163099442,20.703988224541916,1.782792705937012,0.3674993977479251,6.264013095752275,24.23861327021055,6.2640130957542866,24.238613270209086
1992,0.6452733000666866,170.41336563758787,18.79170990745129,9.31175391760544,0.7703925033557711,0.0296296296296296,0.1368421052631578,23.8998991860719,6.782817106395548,12.080071833326436,21.230018968584613,1.994205250027646,0.3274853705786219,6.7828171063952425,23.89989918607229,6.782817106395548,23.8998991860719
1993,0.6328737439187611,178.9090064321287,19.2787294179666,10.197665805339039,0.7267644146752844,0.0281690140845071,0.1328903654485049,23.953244883037513,7.000992632030673,12.322306922286318,24.347031577152887,1.7091058694285537,0.3323251382375962,7.000992632024882,23.953244883041524,7.000992632030673,23.953244883037513
1994,0.6248319493871095,192.35034047453192,19.63548478711754,11.31657656803149,0.6952151400738843,0.0331125827814569,0.132716049382716,24.28855361415293,6.829948091085406,12.809136297975254,23.709037302906683,1.7731350286944731,0.4017951538640487,6.829948091082332,24.28855361415483,6.829948091085406,24.28855361415293
1995,0.638012219325213,203.25814536340854,20.414245700942562,12.783752436939661,0.6535027182946822,0.03125,0.1327683615819208,22.91657527491811,9.032316572261713,13.529959677551112,27.405919208053955,1.9797381399161191,0.3962196143872711,9.032316572254773,22.916575274922902,9.032316572261713,22.91657527491811
1996,0.6014725005036538,205.59938741744497,21.45818406156335,14.163676777877322,0.6064656149242227,0.0292397660818712,0.136,21.39659659063925,11.58963784014221,14.3698703057434,29.24922910175949,1.384947100651717,0.6246417130498068,11.58963784013681,21.39659659064339,11.58963784014221,21.39659659063925
1997,0.6065235127675456,213.76571006116004,22.09494775613102,15.610041073982151,0.5662120458808116,0.032967032967033,0.1352040816326529,21.418990712210103,12.164941115067577,15.42563771134663,23.350002364549127,1.951628749454284,0.5156719107082881,12.164941115078252,21.41899071220293,12.164941115067577,21.418990712210103
1998,0.6017001295336788,217.4128030625266,22.74082046428332,17.38086235258337,0.5180442033154055,0.0309278350515465,0.1355932203389831,21.168242543117636,12.987868755046858,16.141415936168503,23.016060083048412,1.2190607064396228,0.6251023427748928,12.987868755060855,21.168242543108015,12.987868755046858,21.168242543117636
1999,0.591916775190042,226.1249688691982,23.25166634540235,19.42897372961784,0.47066116806736263,0.0294117647058824,0.1362586605080831,21.953895695361805,12.391438360956812,16.467742239343075,23.10816312960321,1.4987617862371791,0.556519855171627,12.39143836097111,21.953895695351555,12.391438360956812,21.953895695361805
2000,0.6190272712011843,229.52153907281374,23.512892041677667,21.27454563527114,0.4317115486378693,0.0328638497652581,0.1358574610244989,23.335439626869423,10.641944306813414,16.374542838905878,24.307231203037897,1.9389900584263733,0.4031419934623327,10.64194430682492,23.335439626860897,10.641944306813414,23.335439626869423
2001,0.6160482360164355,213.53062094206715,23.770872250978563,22.56982852082535,0.3940239666395768,0.0316742081447963,0.1371681415929204,23.89518826531267,9.686249327666744,16.172149660650202,28.638291217660854,1.6502051833709608,0.59174903302352,9.686249327670264,23.895188265309997,9.686249327666744,23.89518826531267
2002,0.6165061636337675,214.0242397314376,24.02842653894116,24.201466067464892,0.36386810052785795,0.0307017543859648,0.1350762527233115,24.490478706251665,9.04688374386171,16.39385932997972,30.496828228416106,2.163404473693672,0.222070493740372,9.046883743861528,24.490478706251263,9.04688374386171,24.490478706251665
2003,0.6249123142656718,213.2620825718055,24.02335180323475,25.288501422860087,0.3321637621864851,0.0304347826086955,0.1339092872570195,25.17725006737189,7.805120880246459,16.50839092973298,30.78718472569983,1.8493884871636783,0.2514189055789493,7.805120880247253,25.17725006737107,7.805120880246459,25.17725006737189
2004,0.6184703099791676,215.67712201044353,24.052511911854943,26.55781805718007,0.3118898269439929,0.0282258064516128,0.1323529411764705,25.84451942158614,6.7710955762205,16.529375698370785,34.00216519517865,1.969310509735376,0.2885851431640304,6.771095576214351,25.84451942158996,6.7710955762205,25.84451942158614
2005,0.6458313467467658,226.43458782386088,24.12640748766623,27.91699159674247,0.2920120745007541,0.030188679245283,0.134020618556701,25.813079472760137,6.633584799062746,16.913862256392573,35.71021009267809,1.7039961361089904,0.2927527799056826,6.633584799054726,25.81307947276535,6.633584799062746,25.813079472760137
2006,0.6425122282821022,232.60274276338401,24.124180889865492,29.676815969496015,0.27154907496304725,0.032258064516129,0.1314741035856573,26.215236230344097,6.045608135970751,17.411799451827765,35.53197121337387,2.1709655637960505,0.3016713819180401,6.045608135963883,26.215236230348214,6.045608135970751,26.215236230344097
2007,0.6468701614687016,222.61167123642565,24.68604014296086,31.1769416477427,0.2547452457378451,0.0304054054054053,0.1328124999999999,24.912696607861246,7.61361782986242,17.583409643079374,43.58575812594542,2.5660649861401947,0.231352629422563,7.613617829842275,24.9126966078753,7.61361782986242,24.912696607861246
2008,0.7176088624079062,210.69336920030076,24.75455190566438,32.94509555377476,0.23574145354812562,0.0315457413249211,0.133587786259542,25.016101583651153,7.638159822590827,18.85136261470699,35.7916146433377,2.147236586965108,0.2936902940073894,7.63815982259043,25.01610158365132,7.638159822590827,25.016101583651153
2009,0.5763955607089614,176.56567357376636,24.660525999491338,32.51188632670481,0.22838324480601288,0.0335570469798657,0.1371769383697813,24.506672649714766,7.134433206227131,18.604934772557908,39.69266710918104,1.8861509114540895,0.289911286174005,7.134433206224095,24.506672649718492,7.134433206227131,24.506672649714766
2010,0.5856119528483418,194.0600237099894,24.428126876737412,33.55805658422214,0.20973249811306424,0.0305084745762711,0.1337325349301398,24.21961148891556,7.702919725658981,20.06257725277921,33.731227930555576,1.3253886899768268,0.2717650374011786,7.702919725669903,24.219611488908818,7.702919725658981,24.21961148891556
2011,0.6006057434628863,204.7768462016483,24.415653119284162,35.27774685746766,0.19869040305986455,0.0297029702970296,0.1338582677165354,24.48157249651807,7.248609819076105,20.30572241791725,37.491382913676894,2.3097421177006385,0.267185847031316,7.248609819078812,24.481572496516666,7.248609819076105,24.48157249651807
2012,0.5812706758034026,216.46916469164694,24.21251263515718,37.40112043555824,0.18864892110924922,0.0328947368421053,0.1325536062378167,25.205812422006183,6.097409996351383,20.824820876377498,36.120682373733885,1.432125236314442,0.3396773324664888,6.097409996357364,25.20581242200223,6.097409996351383,25.205812422006183
2013,0.5808392761568616,220.62939812084758,24.63049722811938,40.04557654702232,0.17942470361884144,0.0314465408805031,0.1337209302325581,24.378540418920466,7.182366942522936,21.093174586795683,43.897202623987184,2.812570659902028,0.2091928156109733,7.182366942514142,24.378540418926846,7.182366942522936,24.378540418920466
2014,0.6290200163702656,223.08753581800116,25.230279935423347,44.172256466605475,0.16940040437319334,0.0304878048780488,0.1327102803738318,23.92108632026339,8.56716736423518,22.413253579541102,41.94681256923377,1.8841875262571444,0.400461647407128,8.567167364232294,23.921086320264916,8.56716736423518,23.92108632026339
