YEAR,L_SHARE,OUTPUT,K_STR,K_EQ,REL_P_EQ,DPR_ST,DPR_EQ,L_S,L_U,W_S,W_U,SKILL_PREMIUM,LABOR_INPUT_RATIO
1987,0.6481167948041855,126.82618763595538,18.02032681141585,5.36629604972215,1.0,0.0265486725663717,0.1317365269461077,0.0,0.0,0.0,0.0,1.8957268134386676,0.5922749837881417
1988,0.6060445387062566,131.94550353311982,18.75972116557115,5.5622233822611795,0.9500747816442774,0.024793388429752,0.127906976744186,11.768099077225248,21.32555194232233,20.005879172959524,10.232518552094074,2.053772033748994,0.481823748964347
1989,0.5694310743165191,133.98607555722228,19.31937215390847,5.809581712031941,0.9038180442807321,0.0310077519379845,0.1284916201117318,12.137671882762945,21.279885230515827,20.426991825937158,10.602650065691082,1.8701640043536096,0.4938978147416916
1990,0.5644094112026753,127.51445813427206,19.847021746055212,6.1171750139408,0.8561909623063513,0.0296296296296296,0.1269841269841268,12.262397394912833,21.289965617286146,21.263076778332145,11.00845407211752,1.9534334817898693,0.5652877991548464
1991,0.5598381757999265,117.54484645788993,20.179678005493102,6.292985784852111,0.8190151382042606,0.0291970802919708,0.1308900523560209,12.89995494478167,20.96596819964334,22.104637037964633,11.549155738303996,1.9039721208789189,0.6376097091948444
1992,0.5603392510601596,123.39729773919764,20.35040091083699,6.5711817607435705,0.7703925033557711,0.0283687943262411,0.1288659793814432,13.52387789282932,20.799693728924893,22.484707540844354,11.838586259597113,1.8961262430911523,0.7702581022265309
1993,0.5589963991172029,129.3569323247136,20.5226223990787,6.832428037859451,0.7267644146752844,0.0272108843537415,0.1313131313131313,14.13557784329394,20.566166717472047,24.192418851247634,12.40463028720751,1.894367402754355,0.6826406996795257
1994,0.5443388148505939,137.9753493595667,20.991525204847512,7.24465447258753,0.6952151400738843,0.0256410256410256,0.126829268292683,13.839185331027434,20.75670327632517,26.055839756070426,12.851957930390196,1.9067110069515771,0.9034440940348843
1995,0.5612507332039887,143.2929546087441,21.74778819388063,7.8568471032229,0.6535027182946822,0.0303030303030302,0.1296296296296296,12.84885815008235,21.16171136122834,26.97652950315989,13.177336242750268,2.170535533721182,0.5656432043031705
1996,0.5694889259777166,145.57997073824404,22.770799431663217,8.51528582899319,0.6064656149242227,0.0284090909090909,0.1294642857142857,11.661002782548433,21.538673642244415,28.266593561545893,13.732156802940066,2.068657617683013,0.5645706067679473
1997,0.5763616185760628,149.3420256737684,23.09629586915317,8.766955248067472,0.5662120458808116,0.0270270270270269,0.1306306306306305,12.84035025592734,20.77897625526711,27.99119221822894,14.457301277654908,1.8858597075303944,0.4708451472658988
1998,0.6928442899751042,152.50558273075288,23.17951040490616,9.024423415524389,0.5180442033154055,0.0309278350515465,0.1324200913242008,13.731758891765297,20.445231476026784,28.54450204178647,14.86242545627598,1.9747518985476773,0.6930455275511348
1999,0.6617244627876722,153.2618526431689,23.00493893502025,9.39407852943695,0.47066116806736263,0.0301507537688442,0.128440366972477,15.1250322784763,20.047637622308272,29.815774593073986,15.346282824221593,1.817054639819408,0.7338095202291055
2000,0.6849171065022667,160.3427282398329,23.36987503191483,10.205691864064729,0.4317115486378693,0.0287081339712919,0.1300448430493272,14.622547488660993,20.522922205824507,32.84086340498752,15.839289177002078,2.193725838845064,0.7244168222224993
2001,0.6786456451029996,138.5613296232233,23.857678484749748,10.887828839075791,0.3940239666395768,0.0273972602739727,0.1333333333333333,14.236986965964363,20.420669978603843,34.6893558704969,16.63156566098324,2.1342225866744777,0.7346150002098755
2002,0.6417486839093615,124.47916666666667,23.706557248216438,11.29696092078388,0.36386810052785795,0.027027027027027,0.1306306306306305,15.76739369057621,19.57529296864302,34.83750226078345,17.32350468985326,1.9503315395596483,0.7714568060917835
2003,0.6082555714128883,118.54295016884737,23.19774588701832,11.51836338698874,0.3321637621864851,0.0316742081447963,0.1336405529953916,17.38026943165602,18.744968573152168,35.709164199426404,17.8970320529226,1.9302084494297889,1.040649141540291
2004,0.6789339799824073,120.75980998856629,22.7424953966678,11.77306823434249,0.3118898269439929,0.0297872340425531,0.1330275229357798,18.461186873117153,18.289658263211987,37.603206329404934,18.378221108765622,2.184985845000731,1.102015343572791
2005,0.6732389151161714,124.27799174847713,22.334279566407282,11.714673927795829,0.2920120745007541,0.028,0.1355140186915887,19.315418164161493,17.578938508047052,39.02485959740084,18.920980065008706,2.135982110541628,1.0623121832930973
2006,0.5890325717063685,129.93093202957837,21.982294495290198,12.22536594447352,0.27154907496304725,0.0306513409961686,0.1336405529953916,20.04310703219758,17.673891204353044,39.52816439484575,18.844521244594613,2.0918540417171188,0.8312169182608241
2007,0.6170868458724352,136.31770979511646,21.873105986353117,12.929680561482888,0.2547452457378451,0.029520295202952,0.1312217194570135,20.024762588142558,17.63428845990168,41.21408396249815,19.279197103171885,2.147747833341699,1.098706907429499
