YEAR,L_SHARE,OUTPUT,K_STR,K_EQ,REL_P_EQ,DPR_ST,DPR_EQ,L_S,L_U,W_S,W_U,SKILL_PREMIUM,LABOR_INPUT_RATIO
1987,0.7684534270650264,25.559609851940216,23.983658137694768,7.285884227771641,1.0,0.0707964601769912,0.1440677966101694,0.0,0.0,0.0,0.0,1.5546667146775892,2.028305879512624
1988,0.7829210836277974,29.73412637893346,23.791958859099747,7.2380503674243695,0.9500747816442774,0.0645161290322581,0.1434599156118142,25.410770733928107,11.283049725269722,16.225444743630117,11.243932461202126,1.5057436555418104,2.4201077665405726
1989,0.7653397565922921,27.033637149239375,23.39693067620989,7.27347716587907,0.9038180442807321,0.0714285714285715,0.138655462184874,25.922847847194465,11.136553294488662,17.072329260248992,11.776395960851113,1.5467960362507474,2.1886657540540395
1990,0.7369343705489207,30.82882826250943,23.28542659350685,7.27997653918584,0.8561909623063513,0.0652173913043479,0.1375,26.325354334883517,10.982535834531413,18.20598195604032,12.487861768306692,1.45088088514129,2.2314170693594324
1991,0.7955573837926779,30.734265734265733,23.003475272605638,7.156051039799129,0.8190151382042606,0.0708661417322834,0.1404255319148936,26.822664746024568,10.815751175803136,19.080001959071325,13.081723325783926,1.4355403285123924,2.231645209670069
1992,0.8334860583846053,23.65295717704416,22.41378218995419,6.99880791757329,0.7703925033557711,0.0708661417322834,0.1403508771929824,27.088687518691785,10.696824501861107,20.19210123415473,13.663729090811385,1.4658597816110217,2.548517280165845
1993,0.7809281205006091,25.847574521220213,21.84176737609465,7.35024027486641,0.7267644146752844,0.0708661417322834,0.1341991341991342,27.467391179654406,10.610205377496115,21.275740760311432,14.17957180414952,1.435192142665448,2.2928426011760634
1994,0.7804932735426009,23.285899094437255,21.324768912212768,7.67076071897022,0.6952151400738843,0.0692307692307692,0.1361702127659574,27.7388974163156,10.539348060695602,22.508384605905597,14.739422678402251,1.4743434362235952,2.5980958198847737
1995,0.7615547388350595,20.948203842940686,20.77945036710138,8.228959547605289,0.6535027182946822,0.0647482014388489,0.1352459016393442,27.816245038976472,10.477090237754128,23.897394157091085,15.338917877192898,1.570013449926971,3.578865844519528
1996,0.7071998363673553,22.567103769843985,20.29207585637664,8.576421331453531,0.6064656149242227,0.0629370629370629,0.1387755102040815,28.051390125833052,10.410998406138805,25.17300648769703,15.911095293133062,1.4935140455006366,2.674325165429263
1997,0.7002222222222222,29.731836816990388,19.822350484003742,9.2124917213002,0.5662120458808116,0.0628930817610062,0.1359999999999999,28.403998863591152,10.333369499487304,26.267472004043736,16.41818966401057,1.5176791839134047,2.7418635787814245
1998,0.7341065922771987,31.129040833687792,19.53976570036342,9.87669749095386,0.5180442033154055,0.0679012345679012,0.1388888888888888,28.636497690586108,10.250094113170654,27.54427472148449,17.034708204368755,1.6507340890404234,2.989863626011783
1999,0.849654429584418,22.994848671533997,19.08827695170012,10.49745516119349,0.47066116806736263,0.0700636942675159,0.1377952755905511,29.04650653884216,10.164214127551567,28.50972221673392,17.496152185668155,1.5283907497947922,2.761834122771743
2000,0.7238859953703703,26.77227925814845,19.02810706735561,10.96461642492228,0.4317115486378693,0.0635838150289018,0.1377952755905511,29.418666328513414,10.045936983186266,29.70278843607633,18.169223917315943,1.8964458058195823,3.2501740580630734
2001,0.6270525035475369,36.6060013536888,19.319630285857592,11.6302459558404,0.3940239666395768,0.0637254901960784,0.1372549019607842,29.773650136516267,9.855928353962176,30.814273201931243,18.953324041715458,1.771481919128954,3.4608740126601245
