YEAR,L_SHARE,OUTPUT,K_STR,K_EQ,REL_P_EQ,DPR_ST,DPR_EQ,L_U,L_S,W_U,W_S,SKILL_PREMIUM,LABOR_INPUT_RATIO
1987,0.813067948642786,76.63146445863448,19.92551987561589,14.520844486949679,1.0,0.0185185185185184,0.092250922509225,0.0,0.0,0.0,0.0,2.211783668737748,0.4594083153425318
1988,0.7989908899789768,83.32231881110943,20.23973225056466,15.249249638331289,0.9500747816442774,0.0182481751824817,0.0924956369982548,10.84122173352238,4.521640376323758,9.498234587706259,13.221043043589821,1.4224389325867135,0.2335786195879167
1989,0.7837964774951076,86.06903523503611,20.53307047461962,15.73086789808329,0.9038180442807321,0.0177304964539006,0.0945945945945946,10.608550192720989,4.396575500017223,9.802768390732375,13.810906931840396,1.5495001088632177,0.5731441606639018
1990,0.7802105471259823,89.7582977118431,21.046729477592827,16.06102790616196,0.8561909623063513,0.0209059233449477,0.0946843853820598,10.57789514186957,4.257435455912097,9.731682058068854,14.684529782686939,1.4928750705818377,0.4761447932725404
1991,0.7688490696071675,91.25722103982973,21.36988261202035,16.207122511658717,0.8190151382042606,0.0207612456747405,0.0954773869346734,10.323273217224461,4.313746338400686,10.493262014242124,15.221803118140361,1.1689809238008018,0.7190180676729647
1992,0.7748010899182561,94.65196129435023,21.83145176746268,15.976170807510503,0.7703925033557711,0.0201342281879195,0.0963855421686746,10.33187731831123,4.304930713955295,10.507015136359211,16.1131895527384,1.3102973838620668,0.3762483540489697
1993,0.7558299039780522,97.83950169151916,22.43590103474121,16.3255865533897,0.7267644146752844,0.0188679245283018,0.0954003407155026,10.23762014571015,4.341705478927917,10.95341367657492,16.88077541221005,1.779663466520954,0.3403623196868616
1994,0.7402737106316859,102.4693288600145,23.162772659991727,17.32062823560625,0.6952151400738843,0.0182926829268292,0.0957095709570956,10.15005928405587,4.3522137599778405,11.449567183084989,17.65666810350311,1.3793968093964897,0.315495606894127
1995,0.7469587334135137,106.41882483987747,24.22166980863414,18.46350223980009,0.6535027182946822,0.0204081632653062,0.0977917981072555,10.359640006938934,4.2911361323556285,11.416529596047726,18.852598750960222,2.121336525791739,0.4314452129097443
1996,0.745836146747693,110.59713125401667,24.839298440031577,19.07223899163386,0.6064656149242227,0.0196629213483147,0.1006389776357826,10.157601049125008,4.467504617035379,12.730837808869186,19.467364645897383,1.616156104136505,0.2694657934669973
1997,0.7753213275571945,114.5802809328584,25.842823882163753,19.89526582511462,0.5662120458808116,0.0191256830601094,0.1024390243902438,10.332186510678781,4.351172310925765,12.684167365221178,20.654106258733556,1.9587336277039304,0.3532274019565513
1998,0.7873539197164496,126.92604210974054,27.03101408446006,21.410482608736963,0.5180442033154055,0.0208877284595299,0.1033925686591276,10.438867615548759,4.397098449043526,13.279092621110387,21.720827483446456,1.0993159749828891,0.6191344386217675
1999,0.8305233458349104,139.08980089394555,28.32275596078996,23.09416870714715,0.47066116806736263,0.0201005025125627,0.1038338658146964,10.570787462647779,4.36732257612183,13.958551177074925,22.86961558558107,1.2761139941932451,0.2390677008150613
2000,0.7907693709564741,151.34643237077196,29.83271728224514,25.499608381559607,0.4317115486378693,0.0190930787589498,0.1055900621118012,10.738582439269836,4.310475150570564,14.63536783858233,24.074844056483517,1.80998111897085,0.5690504422433971
2001,0.7779674749696163,152.35015417011357,32.118918718606196,27.159715003149085,0.3940239666395768,0.02,0.1076443057722308,11.675500321372143,4.086394308203456,14.0410048324627,26.419728605500055,2.114478405901389,0.3834638641363548
2002,0.7349626157794888,154.5739533965245,32.727427708505545,28.133330300295363,0.36386810052785795,0.0194805194805194,0.1090047393364929,11.00968954430055,4.890873159753745,18.06103032172624,26.33341299551542,1.644822594815841,0.3588701116335345
2003,0.7536922278944064,157.40689187717112,33.24880456782387,28.574873271883085,0.3321637621864851,0.0210526315789473,0.1073717948717949,10.945481403462924,4.922234491604444,18.457812870555795,27.112586138243945,1.386622947198043,0.355511838834745
2004,0.7442820249848633,167.48352723457924,33.64067241668407,29.654657140298127,0.3118898269439929,0.0201207243460764,0.1029185867895545,10.647621483430287,5.018741681475483,19.233686232821896,27.53513605446124,1.3231193387003095,0.373402450033137
2005,0.712770389721531,174.10598978274038,34.073278903864065,30.63687080129039,0.2920120745007541,0.0211132437619961,0.1042296072507552,10.5413873430741,4.980196034612212,19.323551314386624,28.222250023701932,1.313443552742454,0.5469900500211515
2006,0.6798921661909293,185.41590447999468,34.71843804571555,34.45099808910042,0.27154907496304725,0.020109689213894,0.1022727272727272,10.109606032981828,4.917941105234677,19.912675275830722,28.42349856066615,1.2627565963405063,0.6308093883378111
2007,0.7557431004959192,192.66823549731208,35.38696810401975,35.43815051657847,0.2547452457378451,0.0211640211640211,0.1077586206896551,10.347987522195888,4.50718922148961,19.19083547063925,29.695979405875217,1.7204519951580155,0.5271187825163436
2008,0.7381111287674136,188.2825159124366,35.83463509566706,35.97144776010896,0.23574145354812562,0.0202702702702702,0.108695652173913,10.229634671277601,4.653178372075005,19.79077576721203,30.348338422202932,1.890157893769948,0.393904058638811
2009,0.770441059664533,163.04894604464184,36.675609168255555,35.16625867066643,0.22838324480601288,0.0205831903945111,0.1112828438948996,10.69052853606858,4.6337444887021935,19.081078211416507,31.863266745169412,1.6810703417818893,0.5186903714253334
2010,0.7437356372635673,172.28427029387905,37.1788209271692,35.16384680965771,0.20973249811306424,0.0203045685279188,0.1103999999999999,10.511271929037894,5.202094195135705,20.458229075705525,32.344432693824885,1.5770359234346454,0.5716693237714359
2011,0.732679689909291,182.40747343649718,38.12221175839868,37.68723280099824,0.19869040305986455,0.0212071778140293,0.1104100946372239,10.428077329763703,5.268261615112927,20.749805481659614,33.03593162053902,1.6298754640201838,0.4679637882483795
2012,0.760980388026374,187.24787247872482,39.03307469350628,39.59335500856814,0.18864892110924922,0.0207006369426751,0.1139240506329114,10.511966487632193,5.213786523935289,20.972695871068694,34.01229796498833,1.3732288524585985,0.4258737088792544
